epoch,reward/trans_loss,reward/eval_cse_loss,reward/eval_trans_loss
57,0.4607488,0.4607488,0.024997949600219727
58,0.46410435,0.46410435,0.025911569595336914
59,0.4581126,0.4581126,0.0316464900970459
60,0.46165353,0.46165353,0.025185823440551758,0.40665394,0.40665394,60,0.46165353
61,0.45981258,0.45981258,0.025676488876342773
62,0.45698524,0.45698524,0.02466869354248047
63,0.4545577,0.4545577,0.01804828643798828
64,0.45373043,0.45373043,0.025796890258789062
65,0.45656508,0.45656508,0.025063037872314453,0.40207848,0.40207848,65,0.45656508
66,0.45415604,0.45415604,0.024419069290161133
67,0.45280385,0.45280385,0.024634122848510742
68,0.4500695,0.4500695,0.017522335052490234
69,0.44799092,0.44799092,0.02546095848083496
70,0.4457183,0.4457183,0.02449321746826172,0.38830015,0.38830015,70,0.4457183
71,0.44200233,0.44200233,0.01655125617980957
72,0.44560754,0.44560754,0.02518630027770996
73,0.44873154,0.44873154,0.02522730827331543
74,0.44206953,0.44206953,0.02479410171508789
75,0.44271618,0.44271618,0.02471637725830078,0.3848226,0.3848226,75,0.44271618
76,0.44474912,0.44474912,0.02516913414001465
77,0.4401582,0.4401582,0.02478170394897461
78,0.43490693,0.43490693,0.018011808395385742
79,0.43691152,0.43691152,0.024891376495361328
80,0.4359882,0.4359882,0.024855613708496094,0.3782029,0.3782029,80,0.4359882
81,0.43073654,0.43073654,0.025247812271118164
82,0.432864,0.432864,0.025355815887451172
83,0.43129373,0.43129373,0.02466130256652832
84,0.43721977,0.43721977,0.025333881378173828
85,0.43677893,0.43677893,0.024812936782836914,0.36765143,0.36765143
86,0.43615228,0.43615228,0.02474355697631836
87,0.44064304,0.44064304,0.025326251983642578
88,0.44517213,0.44517213,0.025668859481811523
89,0.44152173,0.44152173,0.025243759155273438
90,0.43035653,0.43035653,0.025984764099121094,0.38030186,0.38030186,90,0.43035653
91,0.42901522,0.42901522,0.025295019149780273
92,0.42778265,0.42778265,0.025954723358154297
93,0.42753556,0.42753556,0.024892568588256836
94,0.42592087,0.42592087,0.02498316764831543
95,0.42269552,0.42269552,0.022343158721923828,0.37277615,0.37277615,95,0.42269552
96,0.42413813,0.42413813,0.023540496826171875
97,0.41864383,0.41864383,0.023363828659057617
98,0.41678706,0.41678706,0.02196979522705078
99,0.42099553,0.42099553,0.023457765579223633
100,0.4190595,0.4190595,0.017639875411987305,0.35625517,0.35625517,100,0.4190595
101,0.41194433,0.41194433,0.021646499633789062
102,0.41632318,0.41632318,0.02213430404663086
103,0.41263708,0.41263708,0.017719030380249023
104,0.41261324,0.41261324,0.01748204231262207
105,0.40947604,0.40947604,0.017438650131225586,0.34974188,0.34974188,105,0.40947604
106,0.41285396,0.41285396,0.032099246978759766
107,0.4116936,0.4116936,0.02535223960876465
108,0.4111498,0.4111498,0.025809288024902344
109,0.41056862,0.41056862,0.0259096622467041
110,0.4105932,0.4105932,0.025328874588012695,0.35333708,0.35333708
111,0.4087622,0.4087622,0.02553391456604004
112,0.4081423,0.4081423,0.016854047775268555
113,0.411288,0.411288,0.025109529495239258
114,0.41123816,0.41123816,0.026623249053955078
115,0.40442067,0.40442067,0.025736331939697266,0.34821433,0.34821433,115,0.40442067
116,0.40530422,0.40530422,0.026296377182006836
117,0.41025183,0.41025183,0.02634453773498535
118,0.41196942,0.41196942,0.025119543075561523
119,0.40945387,0.40945387,0.018024921417236328
120,0.40803093,0.40803093,0.017853498458862305,0.35899,0.35899
121,0.40516153,0.40516153,0.01662611961364746
122,0.4043901,0.4043901,0.026080846786499023
123,0.40921143,0.40921143,0.025391817092895508
124,0.40613168,0.40613168,0.025786399841308594
125,0.40116856,0.40116856,0.017795085906982422,0.3452142,0.3452142,125,0.40116856
126,0.40080425,0.40080425,0.025491714477539062
127,0.3994466,0.3994466,0.03169560432434082
128,0.40027797,0.40027797,0.0176239013671875
129,0.3954795,0.3954795,0.025165557861328125
130,0.39974803,0.39974803,0.025547266006469727,0.34188345,0.34188345,130,0.39974803
131,0.39935392,0.39935392,0.01679086685180664
132,0.39516953,0.39516953,0.02602672576904297
133,0.39553708,0.39553708,0.025081634521484375
134,0.3929432,0.3929432,0.02640080451965332
135,0.39603317,0.39603317,0.02598118782043457,0.35054398,0.35054398,135,0.39603317
136,0.39504892,0.39504892,0.02595376968383789
137,0.39275286,0.39275286,0.025750398635864258
138,0.3917675,0.3917675,0.024889469146728516
139,0.39345354,0.39345354,0.03382229804992676
140,0.39565098,0.39565098,0.024731159210205078,0.34222138,0.34222138
141,0.39452386,0.39452386,0.025957822799682617
142,0.39249924,0.39249924,0.02574610710144043
143,0.3909269,0.3909269,0.024233102798461914
144,0.3906541,0.3906541,0.026113510131835938
145,0.39015126,0.39015126,0.025942564010620117,0.3394415,0.3394415,145,0.39015126
146,0.3896991,0.3896991,0.02503657341003418
147,0.39154422,0.39154422,0.02533698081970215
148,0.3872801,0.3872801,0.025177478790283203
149,0.3892727,0.3892727,0.02573561668395996
150,0.3878718,0.3878718,0.02458357810974121,0.33845016,0.33845016,150,0.3878718
151,0.3908374,0.3908374,0.024912118911743164
152,0.38530025,0.38530025,0.025739431381225586
153,0.39194342,0.39194342,0.017629146575927734
154,0.38488558,0.38488558,0.017694473266601562
155,0.38316113,0.38316113,0.02654433250427246,0.33193105,0.33193105,155,0.38316113
156,0.39002818,0.39002818,0.017769336700439453
157,0.3848666,0.3848666,0.026645183563232422
158,0.3838656,0.3838656,0.025821208953857422
159,0.38651878,0.38651878,0.018182039260864258
160,0.38243175,0.38243175,0.02231431007385254,0.33449072,0.33449072
161,0.386618,0.386618,0.024916887283325195
162,0.38364217,0.38364217,0.01704883575439453
163,0.38126504,0.38126504,0.02640557289123535
164,0.38240388,0.38240388,0.025964736938476562
165,0.38146436,0.38146436,0.026154041290283203,0.3282118,0.3282118,165,0.38146436
166,0.38148966,0.38148966,0.025697708129882812
167,0.3835207,0.3835207,0.026401996612548828
168,0.37989122,0.37989122,0.01753973960876465
169,0.37916434,0.37916434,0.017969131469726562
170,0.37843704,0.37843704,0.025941848754882812,0.32593712,0.32593712,170,0.37843704
171,0.37801412,0.37801412,0.025142192840576172
172,0.37906888,0.37906888,0.01710796356201172
173,0.37759688,0.37759688,0.0256197452545166
174,0.37745097,0.37745097,0.025621891021728516
175,0.37882403,0.37882403,0.025393009185791016,0.32982942,0.32982942
176,0.38402158,0.38402158,0.026645421981811523
177,0.37645987,0.37645987,0.02617192268371582
178,0.37721425,0.37721425,0.025397777557373047
179,0.37852147,0.37852147,0.02473139762878418
180,0.379848,0.379848,0.02489614486694336,0.3275501,0.3275501
181,0.3781839,0.3781839,0.024962663650512695
182,0.37866768,0.37866768,0.02449512481689453
183,0.38003564,0.38003564,0.017496585845947266
184,0.380505,0.380505,0.024472951889038086
185,0.380566,0.380566,0.025640487670898438,0.33038402,0.33038402
186,0.3790116,0.3790116,0.018005847930908203
187,0.37808877,0.37808877,0.01754593849182129
188,0.38235578,0.38235578,0.025376081466674805
189,0.37665683,0.37665683,0.01823568344116211
190,0.37431288,0.37431288,0.024748563766479492,0.32644165,0.32644165,190,0.37431288
191,0.37503257,0.37503257,0.025972366333007812
192,0.37549108,0.37549108,0.026101350784301758
193,0.3736092,0.3736092,0.025682449340820312
194,0.37745938,0.37745938,0.025564908981323242
195,0.3795968,0.3795968,0.018112659454345703,0.32163146,0.32163146
196,0.37772858,0.37772858,0.017827987670898438
197,0.37907344,0.37907344,0.01756596565246582
198,0.38172755,0.38172755,0.025303363800048828
199,0.37627453,0.37627453,0.024920225143432617
200,0.37798572,0.37798572,0.024863481521606445,0.33256805,0.33256805
201,0.37824637,0.37824637,0.024078845977783203
202,0.37148815,0.37148815,0.017020702362060547
203,0.37339008,0.37339008,0.025561094284057617
204,0.37250346,0.37250346,0.015858888626098633
205,0.3741082,0.3741082,0.024579763412475586,0.33243048,0.33243048
206,0.37424096,0.37424096,0.02499556541442871
207,0.3758042,0.3758042,0.025165319442749023
208,0.37492424,0.37492424,0.017393112182617188
209,0.37078807,0.37078807,0.017945289611816406
210,0.37095967,0.37095967,0.02477407455444336,0.32851383,0.32851383,210,0.37095967
211,0.37115106,0.37115106,0.017439603805541992
212,0.36947867,0.36947867,0.025398969650268555
213,0.37129644,0.37129644,0.025763750076293945
214,0.3700044,0.3700044,0.027548789978027344
215,0.37151155,0.37151155,0.024489164352416992,0.33246917,0.33246917
216,0.37422454,0.37422454,0.01771235466003418
217,0.36914742,0.36914742,0.024392127990722656
218,0.3729583,0.3729583,0.025418519973754883
219,0.37086338,0.37086338,0.025627613067626953
220,0.36851162,0.36851162,0.025183916091918945,0.31980383,0.31980383,220,0.36851162
221,0.3686533,0.3686533,0.02533411979675293
222,0.37195212,0.37195212,0.02582716941833496
223,0.37002802,0.37002802,0.024269580841064453
224,0.3689511,0.3689511,0.01794886589050293
225,0.37138048,0.37138048,0.02501511573791504,0.32509208,0.32509208
226,0.37239468,0.37239468,0.026001691818237305
227,0.3713489,0.3713489,0.02549123764038086
228,0.3718881,0.3718881,0.025058507919311523
229,0.37351662,0.37351662,0.01818251609802246
230,0.36989084,0.36989084,0.025669574737548828,0.32878295,0.32878295
231,0.37306213,0.37306213,0.0243988037109375
232,0.3715411,0.3715411,0.026401996612548828
233,0.3685587,0.3685587,0.01674652099609375
234,0.37048578,0.37048578,0.024816513061523438
235,0.36953056,0.36953056,0.02558755874633789,0.3256858,0.3256858
236,0.36936003,0.36936003,0.025688648223876953
237,0.37120837,0.37120837,0.026550769805908203
238,0.37177262,0.37177262,0.026568174362182617
239,0.37116486,0.37116486,0.026175498962402344
240,0.37240478,0.37240478,0.02531123161315918,0.33599404,0.33599404
241,0.3716647,0.3716647,0.018328428268432617
242,0.36935103,0.36935103,0.018414974212646484
243,0.36765227,0.36765227,0.0256192684173584
244,0.36824054,0.36824054,0.024765968322753906
245,0.36954394,0.36954394,0.01833200454711914,0.33177075,0.33177075
246,0.3664009,0.3664009,0.017123699188232422
247,0.36757106,0.36757106,0.024130582809448242
248,0.36746055,0.36746055,0.01884770393371582
249,0.36518756,0.36518756,0.018079519271850586
250,0.36492288,0.36492288,0.02643442153930664,0.33489394,0.33489394,250,0.36492288
251,0.368555,0.368555,0.01865863800048828
252,0.36795548,0.36795548,0.01821589469909668
253,0.3654105,0.3654105,0.025229454040527344
254,0.36629015,0.36629015,0.024758338928222656
255,0.36717075,0.36717075,0.025178194046020508,0.324132,0.324132
256,0.36842975,0.36842975,0.025729656219482422
257,0.36992463,0.36992463,0.016654491424560547
258,0.36930192,0.36930192,0.017238855361938477
259,0.36648566,0.36648566,0.025253772735595703
260,0.36479583,0.36479583,0.024748563766479492,0.322023,0.322023
261,0.3679722,0.3679722,0.025072813034057617
262,0.36870748,0.36870748,0.024507761001586914
263,0.36563978,0.36563978,0.025733470916748047
264,0.36822188,0.36822188,0.026414871215820312
265,0.36518615,0.36518615,0.017913103103637695,0.33846283,0.33846283
266,0.36604482,0.36604482,0.025789976119995117
267,0.37092024,0.37092024,0.029436588287353516
268,0.3700223,0.3700223,0.017597436904907227
269,0.36641055,0.36641055,0.017690658569335938
270,0.3670386,0.3670386,0.025435686111450195,0.33556303,0.33556303
271,0.36970025,0.36970025,0.025714874267578125
272,0.36678597,0.36678597,0.025626182556152344
273,0.36765715,0.36765715,0.025449037551879883
274,0.3670444,0.3670444,0.01828598976135254
275,0.36581802,0.36581802,0.025829315185546875,0.32001412,0.32001412
276,0.36424807,0.36424807,0.026307344436645508
277,0.36252436,0.36252436,0.02490997314453125
278,0.36307725,0.36307725,0.017833471298217773
279,0.36311412,0.36311412,0.02487349510192871
280,0.36268824,0.36268824,0.02469635009765625,0.32180274,0.32180274,280,0.36268824
281,0.36209682,0.36209682,0.024425983428955078
282,0.3609146,0.3609146,0.024101972579956055
283,0.36501756,0.36501756,0.024976730346679688
284,0.36306474,0.36306474,0.0251467227935791
285,0.36559173,0.36559173,0.023987770080566406,0.31918076,0.31918076
286,0.36526138,0.36526138,0.018143653869628906
287,0.36675462,0.36675462,0.01793527603149414
288,0.36509508,0.36509508,0.016962289810180664
289,0.3622693,0.3622693,0.02520442008972168
290,0.36304897,0.36304897,0.025115966796875,0.3238639,0.3238639
291,0.36315528,0.36315528,0.023729801177978516
292,0.36311302,0.36311302,0.025508403778076172
293,0.36641726,0.36641726,0.025281429290771484
294,0.36541408,0.36541408,0.0248563289642334
295,0.36603695,0.36603695,0.025385618209838867,0.3259434,0.3259434
296,0.3681019,0.3681019,0.016375303268432617
297,0.3666399,0.3666399,0.01696300506591797
298,0.36724946,0.36724946,0.025710582733154297
299,0.36891255,0.36891255,0.024382591247558594
300,0.3692899,0.3692899,0.024698495864868164,0.32381982,0.32381982
301,0.37008035,0.37008035,0.024258136749267578
302,0.36713547,0.36713547,0.025560379028320312
303,0.36850423,0.36850423,0.025458335876464844
304,0.3663108,0.3663108,0.024637699127197266
305,0.3647661,0.3647661,0.02569890022277832,0.32012892,0.32012892
306,0.36385053,0.36385053,0.01777338981628418
307,0.36011684,0.36011684,0.016213178634643555
308,0.36520332,0.36520332,0.025037288665771484
309,0.36099812,0.36099812,0.025119304656982422
310,0.3619771,0.3619771,0.016414165496826172,0.31912562,0.31912562
311,0.3617676,0.3617676,0.03201484680175781
312,0.36238512,0.36238512,0.0314784049987793
313,0.36061865,0.36061865,0.017301082611083984
314,0.36276987,0.36276987,0.02495884895324707
315,0.36149096,0.36149096,0.032415151596069336,0.32118788,0.32118788,315,0.36149096
316,0.36251438,0.36251438,0.01749563217163086
317,0.3619393,0.3619393,0.025945186614990234
318,0.36239007,0.36239007,0.024947404861450195
319,0.3620937,0.3620937,0.024805545806884766
320,0.36276984,0.36276984,0.01784372329711914,0.31799465,0.31799465
321,0.36013687,0.36013687,0.024267911911010742
322,0.36000374,0.36000374,0.02585148811340332
323,0.36132774,0.36132774,0.017655611038208008
324,0.35874227,0.35874227,0.016274452209472656
325,0.3599746,0.3599746,0.025258541107177734,0.31481114,0.31481114,325,0.3599746
326,0.35992733,0.35992733,0.024475812911987305
327,0.3601141,0.3601141,0.025110244750976562
328,0.36142445,0.36142445,0.025281190872192383
329,0.36247763,0.36247763,0.02492976188659668
330,0.3612007,0.3612007,0.01756119728088379,0.31998116,0.31998116
331,0.36180794,0.36180794,0.025934219360351562
332,0.36221462,0.36221462,0.02258443832397461
333,0.36330885,0.36330885,0.025121688842773438
334,0.36295897,0.36295897,0.025667190551757812
335,0.35946757,0.35946757,0.016678571701049805,0.31874198,0.31874198
336,0.36241278,0.36241278,0.01714468002319336
337,0.36381868,0.36381868,0.024684429168701172
338,0.36631915,0.36631915,0.025149106979370117
339,0.3612511,0.3612511,0.025040626525878906
340,0.35886955,0.35886955,0.01788020133972168,0.32182783,0.32182783,340,0.35886955
341,0.36037803,0.36037803,0.025262117385864258
342,0.35895675,0.35895675,0.02516627311706543
343,0.35907018,0.35907018,0.02539348602294922
344,0.36503312,0.36503312,0.025301694869995117
345,0.36199334,0.36199334,0.0246274471282959,0.31942755,0.31942755
346,0.3649755,0.3649755,0.024720430374145508
347,0.36525983,0.36525983,0.02435445785522461
348,0.36288595,0.36288595,0.025683879852294922
349,0.36345357,0.36345357,0.030811071395874023
350,0.36310053,0.36310053,0.02613520622253418,0.31813523,0.31813523
351,0.36185232,0.36185232,0.025135278701782227
352,0.36098126,0.36098126,0.025364160537719727
353,0.36432174,0.36432174,0.02574014663696289
354,0.36028686,0.36028686,0.0162203311920166
355,0.36068234,0.36068234,0.026155710220336914,0.32371065,0.32371065
356,0.36264944,0.36264944,0.025820255279541016
357,0.36616677,0.36616677,0.02539372444152832
358,0.36408597,0.36408597,0.02574300765991211
359,0.36288744,0.36288744,0.024167299270629883
360,0.3588944,0.3588944,0.01645970344543457,0.3144785,0.3144785
361,0.36035067,0.36035067,0.023905038833618164
362,0.35728323,0.35728323,0.016199827194213867
363,0.3611257,0.3611257,0.02479696273803711
364,0.35980323,0.35980323,0.0264739990234375
365,0.35808998,0.35808998,0.026159286499023438,0.32510418,0.32510418
366,0.3619855,0.3619855,0.01833796501159668
367,0.3621667,0.3621667,0.02595973014831543
368,0.35988826,0.35988826,0.026194334030151367
369,0.36131448,0.36131448,0.025476694107055664
370,0.36022,0.36022,0.016963481903076172,0.33014488,0.33014488
371,0.36018196,0.36018196,0.01740574836730957
372,0.3623759,0.3623759,0.01729583740234375
373,0.3620823,0.3620823,0.030155420303344727
374,0.35677293,0.35677293,0.01762104034423828
375,0.35912424,0.35912424,0.016609907150268555,0.32116932,0.32116932
376,0.36146235,0.36146235,0.02117776870727539
377,0.361396,0.361396,0.023760318756103516
378,0.35911193,0.35911193,0.02331686019897461
379,0.3609035,0.3609035,0.02579021453857422
380,0.3585949,0.3585949,0.024976730346679688,0.32224688,0.32224688
381,0.35883063,0.35883063,0.025362253189086914
382,0.36001712,0.36001712,0.025673389434814453
383,0.35885185,0.35885185,0.02484416961669922
384,0.3600128,0.3600128,0.025635480880737305
385,0.35966825,0.35966825,0.025123119354248047,0.32327738,0.32327738
386,0.3578392,0.3578392,0.025516033172607422
387,0.35932526,0.35932526,0.02491450309753418
388,0.35852963,0.35852963,0.025574922561645508
389,0.3596031,0.3596031,0.025906085968017578
390,0.35871118,0.35871118,0.02414226531982422,0.3212413,0.3212413
391,0.35863695,0.35863695,0.01838207244873047
392,0.35658592,0.35658592,0.025411128997802734
393,0.35853475,0.35853475,0.017554283142089844
394,0.3585682,0.3585682,0.02562999725341797
395,0.35845333,0.35845333,0.017312049865722656,0.3228398,0.3228398
396,0.3579961,0.3579961,0.017930030822753906
397,0.35762328,0.35762328,0.016937971115112305
398,0.35791814,0.35791814,0.016030073165893555
399,0.35935867,0.35935867,0.017066240310668945
400,0.35981217,0.35981217,0.025495529174804688,0.3168811,0.3168811
401,0.35935426,0.35935426,0.02487635612487793
402,0.35776,0.35776,0.02548527717590332
403,0.35708135,0.35708135,0.025412797927856445
404,0.35755152,0.35755152,0.024514198303222656
405,0.35789183,0.35789183,0.02518296241760254,0.32197806,0.32197806
406,0.3581651,0.3581651,0.024873733520507812
407,0.3577761,0.3577761,0.025583505630493164
408,0.35898477,0.35898477,0.021985292434692383
409,0.3592129,0.3592129,0.025355815887451172
410,0.3581118,0.3581118,0.025311946868896484,0.319174,0.319174
411,0.35603487,0.35603487,0.01761484146118164
412,0.3572358,0.3572358,0.0320286750793457
413,0.35693222,0.35693222,0.015509605407714844
414,0.35862172,0.35862172,0.025678396224975586
415,0.35670546,0.35670546,0.025051593780517578,0.31544608,0.31544608,415,0.35670546
416,0.35602507,0.35602507,0.0181121826171875
417,0.35783318,0.35783318,0.02518296241760254
418,0.3547131,0.3547131,0.024403095245361328
419,0.35841417,0.35841417,0.025671005249023438
420,0.35508943,0.35508943,0.02417922019958496,0.31349072,0.31349072,420,0.35508943
421,0.35465014,0.35465014,0.0243985652923584
422,0.35879964,0.35879964,0.018213510513305664
423,0.3587353,0.3587353,0.02402663230895996
424,0.35642064,0.35642064,0.024083614349365234
425,0.3589402,0.3589402,0.025197505950927734,0.31587645,0.31587645
426,0.35739553,0.35739553,0.025320053100585938
427,0.35687566,0.35687566,0.01621556282043457
428,0.3561486,0.3561486,0.02564716339111328
429,0.35649937,0.35649937,0.026652812957763672
430,0.35444447,0.35444447,0.021344423294067383,0.31789732,0.31789732
431,0.3553745,0.3553745,0.025331974029541016
432,0.3541584,0.3541584,0.024439334869384766
433,0.35716584,0.35716584,0.025250673294067383
434,0.3572643,0.3572643,0.025568246841430664
435,0.35772642,0.35772642,0.023706674575805664,0.32272995,0.32272995
436,0.35802385,0.35802385,0.01702594757080078
437,0.36077994,0.36077994,0.02536487579345703
438,0.36084202,0.36084202,0.025452852249145508
439,0.36087292,0.36087292,0.026373863220214844
440,0.36017916,0.36017916,0.017571449279785156,0.32561004,0.32561004
441,0.36094165,0.36094165,0.02575206756591797
442,0.3630142,0.3630142,0.017775535583496094
443,0.36111534,0.36111534,0.02514028549194336
444,0.36008427,0.36008427,0.017065048217773438
445,0.35977948,0.35977948,0.02497410774230957,0.31918472,0.31918472
446,0.35590714,0.35590714,0.02574443817138672
447,0.35772294,0.35772294,0.025226831436157227
448,0.35595998,0.35595998,0.030556917190551758
449,0.35691696,0.35691696,0.0264892578125
450,0.357799,0.357799,0.024064064025878906,0.32486537,0.32486537
451,0.35971117,0.35971117,0.017763853073120117
452,0.35855228,0.35855228,0.032692909240722656
453,0.35531917,0.35531917,0.032323598861694336
454,0.3563133,0.3563133,0.026232242584228516
455,0.35719764,0.35719764,0.024483203887939453,0.32299846,0.32299846
456,0.35709757,0.35709757,0.02109241485595703
457,0.3574515,0.3574515,0.016229867935180664
458,0.35799277,0.35799277,0.02303338050842285
459,0.3559466,0.3559466,0.024605751037597656
460,0.35477558,0.35477558,0.02519083023071289,0.32085776,0.32085776
461,0.35571355,0.35571355,0.024459123611450195
462,0.35672325,0.35672325,0.02480602264404297
463,0.35368407,0.35368407,0.022139310836791992
464,0.35596958,0.35596958,0.02456045150756836
465,0.35829738,0.35829738,0.018323898315429688,0.3201249,0.3201249
466,0.35493958,0.35493958,0.01748514175415039
467,0.3564779,0.3564779,0.019678115844726562
468,0.35716563,0.35716563,0.016735315322875977
469,0.35770434,0.35770434,0.02289891242980957
470,0.35577747,0.35577747,0.016007423400878906,0.32019484,0.32019484
471,0.35749543,0.35749543,0.01763749122619629
472,0.35563648,0.35563648,0.02562856674194336
473,0.3546585,0.3546585,0.02578258514404297
474,0.35613248,0.35613248,0.02501678466796875
475,0.3555069,0.3555069,0.02539849281311035,0.31846672,0.31846672
476,0.35325223,0.35325223,0.025709867477416992
477,0.35627735,0.35627735,0.025847911834716797
478,0.35475057,0.35475057,0.025451183319091797
479,0.35692605,0.35692605,0.024837970733642578
480,0.35592392,0.35592392,0.024488449096679688,0.3133032,0.3133032
481,0.35391757,0.35391757,0.018117904663085938
482,0.3554785,0.3554785,0.025788068771362305
483,0.35552117,0.35552117,0.030618667602539062
484,0.3549863,0.3549863,0.026105642318725586
485,0.35498428,0.35498428,0.030788660049438477,0.31942755,0.31942755
486,0.3550079,0.3550079,0.0252988338470459
487,0.3547161,0.3547161,0.024776220321655273
488,0.35477734,0.35477734,0.025447845458984375
489,0.35650012,0.35650012,0.025467395782470703
490,0.3529801,0.3529801,0.024548768997192383,0.3177406,0.3177406,490,0.3529801
491,0.35567784,0.35567784,0.025357961654663086
492,0.35898894,0.35898894,0.02420186996459961
493,0.35533217,0.35533217,0.025509357452392578
494,0.35361797,0.35361797,0.025103330612182617
495,0.35438895,0.35438895,0.02501702308654785,0.3122103,0.3122103
496,0.35555103,0.35555103,0.025568723678588867
497,0.35352483,0.35352483,0.024677038192749023
498,0.35433602,0.35433602,0.025385141372680664
499,0.35349396,0.35349396,0.025656461715698242
500,0.35553738,0.35553738,0.016904592514038086,0.31566766,0.31566766
501,0.35366327,0.35366327,0.026261091232299805
502,0.35442346,0.35442346,0.015947341918945312
503,0.35413522,0.35413522,0.024608373641967773
504,0.3560794,0.3560794,0.024647951126098633
505,0.35834396,0.35834396,0.025167465209960938,0.31570536,0.31570536
506,0.35524142,0.35524142,0.024730920791625977
507,0.35483435,0.35483435,0.025489091873168945
508,0.35550898,0.35550898,0.017394542694091797
509,0.35437995,0.35437995,0.025890827178955078
510,0.3546434,0.3546434,0.025934934616088867,0.32172218,0.32172218
511,0.3561501,0.3561501,0.01787424087524414
512,0.35581675,0.35581675,0.02614307403564453
513,0.35294595,0.35294595,0.025911331176757812
514,0.35584953,0.35584953,0.025601625442504883
515,0.35849547,0.35849547,0.024029970169067383,0.31935918,0.31935918
516,0.35931,0.35931,0.0242767333984375
517,0.35620165,0.35620165,0.02391648292541504
518,0.35418403,0.35418403,0.018097400665283203
519,0.35334325,0.35334325,0.016445398330688477
520,0.35460693,0.35460693,0.026579618453979492,0.32691225,0.32691225
521,0.3581538,0.3581538,0.01664423942565918
522,0.35627133,0.35627133,0.017743825912475586
523,0.35876933,0.35876933,0.026059389114379883
524,0.35960686,0.35960686,0.02607870101928711
525,0.3554431,0.3554431,0.026695728302001953,0.3201022,0.3201022
526,0.3564449,0.3564449,0.024750709533691406
527,0.35538575,0.35538575,0.025954246520996094
528,0.3543653,0.3543653,0.02438974380493164
529,0.35653085,0.35653085,0.024626493453979492
530,0.35507655,0.35507655,0.016870975494384766,0.3148085,0.3148085
531,0.35476023,0.35476023,0.02547740936279297
532,0.35639328,0.35639328,0.025455474853515625
533,0.35534775,0.35534775,0.025402545928955078
534,0.35516846,0.35516846,0.020329952239990234
535,0.35630876,0.35630876,0.016649484634399414,0.32040146,0.32040146
536,0.3558769,0.3558769,0.025508403778076172
