epoch,reward/lstm_loss,reward/eval_lstm_loss
85,0.4581507,0.02190399169921875,0.4426554,85,0.4581507
86,0.458224,0.02260279655456543
87,0.4593885,0.023070096969604492
88,0.45614883,0.022940635681152344
89,0.46437114,0.02231764793395996
90,0.45242426,0.0222015380859375,0.42620918,90,0.45242426
91,0.4553631,0.022313356399536133
92,0.45624787,0.022371768951416016
93,0.45606747,0.022030353546142578
94,0.45729455,0.022046804428100586
95,0.45699182,0.021878957748413086,0.4092807
96,0.45529705,0.024033546447753906
97,0.45730388,0.024780988693237305
98,0.4552613,0.0255887508392334
99,0.45465833,0.022466182708740234
100,0.45344573,0.022701025009155273,0.41666588
101,0.44663376,0.0223388671875
102,0.45418593,0.021869182586669922
103,0.45579195,0.022258758544921875
104,0.4517088,0.022696256637573242
105,0.449947,0.024070024490356445,0.41601822,105,0.449947
106,0.44931686,0.023610830307006836
107,0.4508107,0.023230552673339844
108,0.4459818,0.022647857666015625
109,0.44480455,0.02323317527770996
110,0.4540734,0.025910139083862305,0.42188767
111,0.44560128,0.023465394973754883
112,0.44649845,0.02306652069091797
113,0.44669935,0.023398399353027344
114,0.444551,0.023084163665771484
115,0.4465824,0.023510456085205078,0.4593354,115,0.4465824
116,0.4478225,0.023218393325805664
117,0.4473651,0.023238420486450195
118,0.44792807,0.02310466766357422
119,0.44259527,0.023182392120361328
120,0.4408859,0.02303767204284668,0.433845,120,0.4408859
121,0.4441742,0.024364948272705078
122,0.4413668,0.025047779083251953
123,0.44141173,0.024202823638916016
124,0.44011098,0.022716522216796875
125,0.4390574,0.022153377532958984,0.40511504,125,0.4390574
126,0.43896294,0.02338385581970215
127,0.4338985,0.023230552673339844
128,0.4373571,0.0218966007232666
129,0.43455535,0.022112369537353516
130,0.43850312,0.023346424102783203,0.43172318
131,0.43711725,0.023166656494140625
132,0.4459275,0.02305293083190918
133,0.4366139,0.02301192283630371
134,0.43732095,0.022251605987548828
135,0.43608966,0.02205348014831543,0.42312434,135,0.43608966
136,0.4377597,0.02269601821899414
137,0.43486977,0.023532390594482422
138,0.43410003,0.023277997970581055
139,0.43149003,0.02321910858154297
140,0.4332563,0.02260589599609375,0.42652702,140,0.4332563
141,0.43741062,0.022309303283691406
142,0.4294305,0.023509979248046875
143,0.4307627,0.02227163314819336
144,0.42919284,0.02202439308166504
145,0.42841333,0.02348637580871582,0.38612092,145,0.42841333
146,0.43499577,0.02386474609375
147,0.4322811,0.023182153701782227
148,0.43285894,0.02298259735107422
149,0.42347696,0.022094011306762695
150,0.42187673,0.021955013275146484,0.38738272,150,0.42187673
151,0.42360744,0.023197650909423828
152,0.42042327,0.02356553077697754
153,0.4221877,0.023178815841674805
154,0.43164524,0.022535324096679688
155,0.42668393,0.022300243377685547,0.41993126
156,0.4222599,0.023236513137817383
157,0.424457,0.023275136947631836
158,0.42283717,0.023072481155395508
159,0.4199245,0.023013591766357422
160,0.4302532,0.022081851959228516,0.4119021
161,0.4205426,0.021848440170288086
162,0.45008704,0.02200770378112793
163,0.43736514,0.02270197868347168
164,0.44171062,0.023554563522338867
165,0.43314978,0.023030996322631836,0.4121257
166,0.42910028,0.02318286895751953
167,0.42493513,0.02204418182373047
168,0.43402877,0.023004770278930664
169,0.4226333,0.023139238357543945
170,0.42340016,0.02293252944946289,0.4008322
171,0.4237284,0.022324562072753906
172,0.42217165,0.023165464401245117
173,0.4142487,0.023113250732421875
174,0.41173273,0.022306203842163086
175,0.41342518,0.02323150634765625,0.40759134,175,0.41342518
176,0.42075366,0.022665977478027344
177,0.41753316,0.02331852912902832
178,0.42123452,0.022763490676879883
179,0.42314065,0.02332782745361328
180,0.41694817,0.02190566062927246,0.3858062
181,0.414572,0.022796630859375
182,0.41145167,0.022087574005126953
183,0.41563678,0.022742271423339844
184,0.41051275,0.021862506866455078
185,0.408186,0.022124528884887695,0.38328177,185,0.408186
186,0.40796816,0.02320694923400879
187,0.4097492,0.022344589233398438
188,0.40909103,0.02247142791748047
189,0.4094646,0.02224111557006836
190,0.41096187,0.022094011306762695,0.39011443
191,0.4127452,0.02268052101135254
192,0.41218817,0.02200913429260254
193,0.4081794,0.023082256317138672
194,0.40894192,0.024388790130615234
195,0.4192042,0.02344036102294922,0.40985182
196,0.42021066,0.02385735511779785
197,0.4173619,0.022942304611206055
198,0.4094823,0.022884845733642578
199,0.41357768,0.022640705108642578
200,0.40864238,0.023027420043945312,0.39312956
201,0.4059137,0.02388739585876465
202,0.40643084,0.023709774017333984
203,0.40379968,0.025012969970703125
204,0.40263444,0.023062944412231445
205,0.40331325,0.02294015884399414,0.39051834,205,0.40331325
206,0.4043182,0.022230863571166992
207,0.39895147,0.022547006607055664
208,0.40138233,0.022472620010375977
209,0.40082526,0.021888256072998047
210,0.39977157,0.022675514221191406,0.3752677,210,0.39977157
211,0.39730254,0.021941423416137695
212,0.39825737,0.02400994300842285
213,0.40127593,0.023494720458984375
214,0.398601,0.02198171615600586
215,0.4024075,0.022812366485595703,0.37431434
216,0.4020612,0.02203679084777832
217,0.4002595,0.021851062774658203
218,0.40560752,0.022691726684570312
219,0.39724037,0.022127389907836914
220,0.39614743,0.02301812171936035,0.3806085,220,0.39614743
221,0.39355454,0.022188186645507812
222,0.39598715,0.02253246307373047
223,0.3938307,0.022983551025390625
224,0.39432797,0.02238178253173828
225,0.39908248,0.02304363250732422,0.37035292
226,0.39593333,0.02278757095336914
227,0.3956002,0.022060394287109375
228,0.39713868,0.023787975311279297
229,0.39595085,0.02256035804748535
230,0.399884,0.022487401962280273,0.3620945
231,0.39846402,0.022594213485717773
232,0.40415663,0.021973609924316406
233,0.40398547,0.022146224975585938
234,0.40333128,0.022037267684936523
235,0.4053438,0.022207021713256836,0.36904258
236,0.40665758,0.022280216217041016
237,0.3998193,0.02467513084411621
238,0.41027722,0.023496627807617188
239,0.40244293,0.023451566696166992
240,0.39471865,0.022933006286621094,0.36841527,240,0.39471865
241,0.39247888,0.023663043975830078
242,0.39047158,0.02304220199584961
243,0.3911507,0.023512840270996094
244,0.39051354,0.023293256759643555
245,0.39350274,0.022765398025512695,0.39536643,245,0.39350274
246,0.40345457,0.022252559661865234
247,0.40352535,0.0224912166595459
248,0.39667392,0.021963119506835938
249,0.396093,0.02275872230529785
250,0.3998822,0.02154994010925293,0.37106568
251,0.40052262,0.02234506607055664
252,0.39536816,0.022754192352294922
253,0.39142543,0.02189803123474121
254,0.39013362,0.02198624610900879
255,0.39044005,0.02200174331665039,0.35539526,255,0.39044005
256,0.39033166,0.022191286087036133
257,0.3940802,0.022544384002685547
258,0.39098412,0.022635698318481445
259,0.38751778,0.023263216018676758
260,0.3913094,0.022930145263671875,0.36197162
261,0.38894802,0.02330183982849121
262,0.3910194,0.02269148826599121
263,0.38906604,0.021967411041259766
264,0.39356217,0.021898508071899414
265,0.38828236,0.02274608612060547,0.35939085,265,0.38828236
266,0.3866515,0.021979331970214844
267,0.38525027,0.022649288177490234
268,0.386479,0.0221254825592041
269,0.39253134,0.02221512794494629
270,0.39459124,0.022229671478271484,0.36813715
271,0.39211202,0.021938085556030273
272,0.38593706,0.02231884002685547
273,0.3881405,0.02221822738647461
274,0.39482033,0.022020816802978516
275,0.39250457,0.022452592849731445,0.3682175
276,0.38969126,0.0220487117767334
277,0.3896204,0.021951913833618164
278,0.38708827,0.022247314453125
279,0.3879149,0.022026777267456055
280,0.38538426,0.02206897735595703,0.35661104,280,0.38538426
281,0.38612953,0.022078990936279297
282,0.39571553,0.02290511131286621
283,0.3885543,0.02282571792602539
284,0.387353,0.022755146026611328
285,0.3816799,0.02328634262084961,0.35896346,285,0.3816799
286,0.38628012,0.022737741470336914
287,0.3862624,0.022197961807250977
288,0.3827132,0.02205944061279297
289,0.38343394,0.021857738494873047
290,0.39036918,0.02221226692199707,0.35485488
291,0.39109853,0.022565364837646484
292,0.38705564,0.02222919464111328
293,0.38761303,0.02205371856689453
294,0.3861959,0.0219571590423584
295,0.38598326,0.022165536880493164,0.34443733
296,0.38115612,0.022443532943725586
297,0.37965557,0.022106647491455078
298,0.3880107,0.02215719223022461
299,0.3910657,0.02217245101928711
300,0.38453743,0.022931337356567383,0.36126348
301,0.39189005,0.022310733795166016
302,0.38522494,0.022292137145996094
303,0.383929,0.02272653579711914
304,0.38401568,0.02215719223022461
305,0.3824857,0.022113561630249023,0.3540562
306,0.380991,0.022392749786376953
307,0.39423147,0.022289752960205078
308,0.38347787,0.02216815948486328
309,0.3875987,0.022119998931884766
310,0.38561693,0.02214956283569336,0.37647104
311,0.38063973,0.022025108337402344
312,0.37681738,0.022066831588745117
313,0.37823254,0.022552013397216797
314,0.3792383,0.024101734161376953
315,0.38057292,0.022987842559814453,0.3534735,315,0.38057292
316,0.37705797,0.022771835327148438
317,0.38125703,0.022748708724975586
318,0.3789069,0.025316953659057617
319,0.3858901,0.025386333465576172
320,0.3833335,0.023281574249267578,0.36693218
321,0.38971248,0.02344965934753418
322,0.38916615,0.023797273635864258
323,0.38536948,0.022762537002563477
324,0.3884467,0.022782087326049805
325,0.38327926,0.023295879364013672,0.34702483
326,0.38065523,0.023415803909301758
327,0.38179308,0.02368903160095215
328,0.38620675,0.02440357208251953
329,0.3860508,0.02538609504699707
330,0.38682324,0.024667739868164062,0.3622103
331,0.38100427,0.023134708404541016
332,0.37705997,0.0234527587890625
333,0.37669453,0.022793054580688477
334,0.3789953,0.023589134216308594
335,0.37743515,0.023615121841430664,0.35500652,335,0.37743515
336,0.3834989,0.023737192153930664
337,0.37919557,0.02387213706970215
338,0.3761827,0.02377772331237793
339,0.37664717,0.024402618408203125
340,0.3770312,0.023255586624145508,0.34402445
341,0.3746254,0.02319478988647461
342,0.37395665,0.024108409881591797
343,0.3771041,0.022801637649536133
344,0.37853464,0.02331376075744629
345,0.37554133,0.023074626922607422,0.34662345,345,0.37554133
346,0.3769986,0.02317523956298828
347,0.38290524,0.02301168441772461
348,0.37591207,0.022803544998168945
349,0.37649056,0.022717952728271484
350,0.37448665,0.022981882095336914,0.34904805,350,0.37448665
351,0.3806213,0.023053884506225586
352,0.37622654,0.02314615249633789
353,0.37547418,0.022718429565429688
354,0.37473178,0.02394723892211914
355,0.37495306,0.022739887237548828,0.3497247
356,0.37784368,0.022774934768676758
357,0.3737481,0.02203965187072754
358,0.3723971,0.02217888832092285
359,0.37313342,0.022232770919799805
360,0.37200502,0.021894454956054688,0.35016418,360,0.37200502
361,0.3720494,0.023401975631713867
362,0.3733628,0.022962570190429688
363,0.3741747,0.023406028747558594
364,0.3749154,0.02216649055480957
365,0.37295014,0.022725820541381836,0.35341102
366,0.37583506,0.024030447006225586
367,0.37886286,0.02228546142578125
368,0.37343538,0.022097349166870117
369,0.37078327,0.022003650665283203
370,0.36880866,0.02189326286315918,0.3431961,370,0.36880866
371,0.3667084,0.022250890731811523
372,0.3731891,0.0222170352935791
373,0.3701004,0.02222418785095215
374,0.3774503,0.022071123123168945
375,0.37678862,0.022323131561279297,0.3425994
376,0.3755492,0.021993637084960938
377,0.37722108,0.022036314010620117
378,0.3732296,0.021956205368041992
379,0.37214822,0.02219533920288086
380,0.37350273,0.022305011749267578,0.3488405
381,0.3729145,0.02247762680053711
382,0.37558034,0.022148847579956055
383,0.37360853,0.022110700607299805
384,0.37085384,0.022008895874023438
385,0.37149134,0.022150278091430664,0.34427527
386,0.3724223,0.022080183029174805
387,0.37285495,0.022211551666259766
388,0.37128747,0.021967649459838867
389,0.37110656,0.022014141082763672
390,0.37316388,0.022153139114379883,0.35375527
391,0.37231773,0.021961212158203125
392,0.37017083,0.023077726364135742
393,0.37278658,0.022253990173339844
394,0.3715246,0.022182941436767578
395,0.37624472,0.02196502685546875,0.35324743
396,0.3726764,0.021892786026000977
397,0.37180653,0.022153854370117188
398,0.37854132,0.02213311195373535
399,0.37349683,0.022134780883789062
400,0.37159574,0.022084712982177734,0.3488544
401,0.37107387,0.021915912628173828
402,0.3725781,0.022166013717651367
403,0.37090772,0.022413969039916992
404,0.3725363,0.02191948890686035
405,0.37449217,0.022111892700195312,0.3439733
406,0.373565,0.02214789390563965
407,0.37200952,0.02194380760192871
408,0.36809266,0.022293806076049805
409,0.37407145,0.02200603485107422
410,0.371671,0.022165775299072266,0.34925738
411,0.37116104,0.022097110748291016
412,0.3703318,0.0220949649810791
413,0.36807746,0.022395610809326172
414,0.36740127,0.02216339111328125
415,0.36764506,0.022107839584350586,0.34483123,415,0.36764506
416,0.3781585,0.022107362747192383
417,0.37606,0.022066116333007812
418,0.37836254,0.02202010154724121
419,0.37755406,0.02194833755493164
420,0.37671402,0.022214412689208984,0.3599761
421,0.37455982,0.02381277084350586
422,0.37077484,0.023192167282104492
423,0.37079698,0.02323007583618164
424,0.37048548,0.02299785614013672
425,0.37023813,0.022601604461669922,0.34038
426,0.37197274,0.022541046142578125
427,0.36810213,0.022588729858398438
428,0.36571178,0.02252817153930664
429,0.36833808,0.02209639549255371
430,0.3702766,0.02285289764404297,0.34807605
431,0.37241232,0.02231740951538086
432,0.37223762,0.022360801696777344
433,0.3727064,0.022895097732543945
434,0.36540297,0.022071123123168945
435,0.36719894,0.024820327758789062,0.33774924
436,0.36301845,0.024332284927368164
437,0.36558545,0.024010419845581055
438,0.36424312,0.0245211124420166
439,0.36606032,0.024608612060546875
440,0.36649352,0.02347850799560547,0.33545044,440,0.36649352
441,0.36731076,0.023151874542236328
442,0.3652309,0.022367000579833984
443,0.36541963,0.022553443908691406
444,0.36670637,0.02319478988647461
445,0.36599693,0.02217888832092285,0.3460044
446,0.36617225,0.022152185440063477
447,0.36802337,0.022031784057617188
448,0.3703354,0.022205591201782227
449,0.3742736,0.02203536033630371
450,0.3714224,0.022282838821411133,0.33753547
451,0.36996162,0.022105932235717773
452,0.37019277,0.022075653076171875
453,0.3684843,0.021986007690429688
454,0.36690897,0.022121429443359375
455,0.36433822,0.02237224578857422,0.33926812,455,0.36433822
456,0.36589485,0.022829055786132812
457,0.36513662,0.022727251052856445
458,0.36575663,0.021773576736450195
459,0.36835644,0.02198314666748047
460,0.36541218,0.022378921508789062,0.34294257
461,0.36568496,0.023136138916015625
462,0.36376023,0.022773027420043945
463,0.362472,0.023838043212890625
464,0.36576524,0.022016286849975586
465,0.36439544,0.02232193946838379,0.33665365
466,0.36311558,0.023244380950927734
467,0.36411732,0.02310490608215332
468,0.36381525,0.023801803588867188
469,0.36377123,0.023327350616455078
470,0.3648851,0.022845745086669922,0.34003815
471,0.36618534,0.0233767032623291
472,0.36716583,0.0229794979095459
473,0.3652356,0.023426532745361328
474,0.3636816,0.02246999740600586
475,0.36793053,0.02206277847290039,0.34503698
476,0.36263517,0.02220606803894043
477,0.36459172,0.022164106369018555
478,0.3636772,0.022935867309570312
479,0.36934847,0.022235393524169922
480,0.3651876,0.02232813835144043,0.33659256
481,0.36376914,0.022197246551513672
482,0.3669291,0.02184438705444336
483,0.3642554,0.02205657958984375
484,0.36370546,0.022316455841064453
485,0.3610258,0.022869110107421875,0.3386576,485,0.3610258
486,0.3662107,0.022288799285888672
487,0.36350432,0.021891355514526367
488,0.36478496,0.02189016342163086
489,0.36316895,0.022222280502319336
490,0.36537293,0.02216339111328125,0.33117765
491,0.3620435,0.02213430404663086
492,0.36593074,0.022327899932861328
493,0.3632527,0.022125720977783203
494,0.3628692,0.02290964126586914
495,0.36572123,0.02295207977294922,0.34084326
496,0.36821643,0.022550106048583984
497,0.3687771,0.02215290069580078
498,0.37109095,0.022390127182006836
499,0.3681326,0.02272200584411621
500,0.36546534,0.02307581901550293,0.3400454
501,0.36148053,0.02320122718811035
502,0.3649313,0.022211074829101562
503,0.36017063,0.0221712589263916
504,0.36502883,0.02230238914489746
505,0.36348182,0.021895885467529297,0.33047792
506,0.3663114,0.0234677791595459
507,0.36266038,0.02272963523864746
508,0.36853212,0.022597551345825195
509,0.37123135,0.02201247215270996
510,0.36878386,0.022077560424804688,0.3404232
511,0.3674394,0.0227506160736084
512,0.36762142,0.022737979888916016
513,0.3670408,0.02234935760498047
514,0.3627985,0.021996021270751953
515,0.36490557,0.02185225486755371,0.33622554
516,0.3619164,0.022241592407226562
517,0.36145887,0.022037029266357422
518,0.3616165,0.022176742553710938
519,0.36134928,0.02214527130126953
520,0.3601397,0.02334451675415039,0.3328776
521,0.3632468,0.02307748794555664
522,0.36227912,0.02323460578918457
523,0.36345166,0.023235559463500977
524,0.36445636,0.024071455001831055
525,0.3613038,0.022842884063720703,0.32899332
526,0.3606841,0.023123502731323242
527,0.36669952,0.023497343063354492
528,0.36601257,0.023883581161499023
529,0.36912966,0.02314925193786621
530,0.3646556,0.02308940887451172,0.33854142
531,0.3643875,0.02339029312133789
532,0.36436749,0.023349523544311523
533,0.3611563,0.023169517517089844
534,0.36002696,0.02339339256286621
535,0.3626481,0.022931337356567383,0.33581644
536,0.3602154,0.023478984832763672
537,0.36220482,0.023386240005493164
538,0.36398906,0.023119211196899414
539,0.3613728,0.023067235946655273
540,0.36037198,0.02318596839904785,0.3274073
541,0.35935786,0.02319049835205078
542,0.36148825,0.023286819458007812
543,0.35996628,0.02309107780456543
544,0.36042628,0.022904157638549805
545,0.36365524,0.023313522338867188,0.33843872
546,0.3618175,0.023249149322509766
547,0.36064708,0.023316144943237305
548,0.3623993,0.023474454879760742
549,0.35907012,0.023050785064697266
550,0.35916874,0.0229642391204834,0.32953453,550,0.35916874
551,0.35975897,0.02353191375732422
552,0.361248,0.02352285385131836
553,0.36143577,0.023467540740966797
554,0.36315984,0.02310490608215332
555,0.36318246,0.023553848266601562,0.33420557
556,0.36023763,0.023158788681030273
557,0.3612613,0.023255109786987305
558,0.360266,0.022105932235717773
559,0.35937715,0.02201247215270996
560,0.3606337,0.02237105369567871,0.32776532
561,0.36005765,0.022508621215820312
562,0.35980126,0.02285909652709961
563,0.35699037,0.021978378295898438
564,0.3567622,0.022408485412597656
565,0.35888144,0.022336959838867188,0.33429417
566,0.3606864,0.022033214569091797
567,0.3600279,0.022185564041137695
568,0.3594066,0.021960020065307617
569,0.35743436,0.022212743759155273
570,0.36050314,0.02191638946533203,0.32625717
571,0.3605122,0.022235631942749023
572,0.35582483,0.02211904525756836
573,0.3588832,0.02195572853088379
574,0.35650688,0.022350549697875977
575,0.35830933,0.02199530601501465,0.33500063
576,0.3599974,0.021978378295898438
577,0.3588221,0.022278547286987305
578,0.36135846,0.022267580032348633
579,0.35781336,0.02196216583251953
580,0.35922202,0.022172212600708008,0.32808915
581,0.360897,0.022110700607299805
582,0.35695243,0.021982669830322266
583,0.36192957,0.02228713035583496
584,0.36054957,0.021958351135253906
585,0.35817397,0.02193284034729004,0.3262088
586,0.35777897,0.022005081176757812
587,0.35858512,0.022329330444335938
588,0.3597196,0.02289867401123047
589,0.36098883,0.02214193344116211
590,0.35883182,0.022114992141723633,0.32484588
591,0.35678273,0.02223038673400879
592,0.35919902,0.02199268341064453
593,0.35682142,0.022036075592041016
594,0.3580752,0.02202010154724121
595,0.3569113,0.022430896759033203,0.32973105,595,0.3569113
596,0.35984313,0.02208995819091797
597,0.35739282,0.022038698196411133
598,0.36043456,0.022058963775634766
599,0.36036116,0.021929264068603516
600,0.35727832,0.022023916244506836,0.32798302
601,0.3564462,0.02206563949584961
602,0.35862532,0.021918058395385742
603,0.35816616,0.022321462631225586
604,0.3620492,0.022060871124267578
605,0.3638333,0.022735118865966797,0.33374503
606,0.35852548,0.022127628326416016
607,0.35727403,0.021927595138549805
608,0.3590911,0.02212691307067871
609,0.3592304,0.022845029830932617
610,0.35639426,0.021890640258789062,0.32630756
611,0.35686105,0.021933555603027344
612,0.35729867,0.022279024124145508
613,0.35785878,0.022072792053222656
614,0.35692194,0.021999359130859375
615,0.35705978,0.02212691307067871,0.32806358
616,0.35724008,0.02202320098876953
617,0.3570446,0.02231621742248535
618,0.35771015,0.02200031280517578
619,0.35642672,0.02209925651550293
620,0.35688606,0.022198200225830078,0.32570332
621,0.3536445,0.022184133529663086
622,0.3560719,0.02320718765258789
623,0.35554507,0.023348331451416016
624,0.35987806,0.023563146591186523
625,0.36546135,0.023112773895263672,0.32883236
626,0.36484057,0.02317047119140625
627,0.3634413,0.022181272506713867
628,0.36520505,0.022263050079345703
629,0.3627624,0.022969961166381836
630,0.35889602,0.023479223251342773,0.3329589
631,0.359739,0.023511409759521484
632,0.35919374,0.023215770721435547
633,0.35886705,0.02335214614868164
634,0.35752442,0.023324251174926758
635,0.35617402,0.02330613136291504,0.32073432
636,0.35553873,0.023243427276611328
637,0.35799348,0.02292323112487793
638,0.3587152,0.023282289505004883
639,0.3585552,0.023192644119262695
640,0.35840207,0.023251771926879883,0.3262282
641,0.3560711,0.022866249084472656
642,0.36113542,0.022990942001342773
643,0.3616894,0.023313283920288086
644,0.35808414,0.02347731590270996
645,0.3577542,0.023030996322631836,0.32922226
646,0.35659188,0.023040294647216797
647,0.3582488,0.02287435531616211
648,0.35756388,0.022855520248413086
649,0.35773647,0.022757291793823242
650,0.3559179,0.0237424373626709,0.32506943
651,0.3587958,0.023373842239379883
652,0.35821557,0.022841930389404297
653,0.35751927,0.023009061813354492
654,0.35383838,0.022890806198120117
655,0.35489702,0.022828340530395508,0.3218944,655,0.35489702
656,0.35684305,0.023037433624267578
657,0.35912615,0.022931575775146484
658,0.3558393,0.022891759872436523
659,0.358357,0.022574424743652344
660,0.3575065,0.02209186553955078,0.33147383
661,0.3610376,0.02199554443359375
662,0.37245032,0.02223515510559082
663,0.37916806,0.02210378646850586
664,0.3769798,0.022006988525390625
665,0.36752343,0.0223236083984375,0.33247826
666,0.36583075,0.02239847183227539
667,0.36546367,0.02207207679748535
668,0.36643606,0.02203822135925293
669,0.36367884,0.021962642669677734
670,0.36577407,0.022394895553588867,0.34529242
671,0.3697793,0.022310733795166016
672,0.36722252,0.021987438201904297
673,0.36280328,0.02206587791442871
674,0.36063927,0.02194499969482422
675,0.35856998,0.02274155616760254,0.33172953
676,0.35793978,0.02243661880493164
677,0.3595651,0.021895408630371094
678,0.3550709,0.022132396697998047
679,0.35544163,0.022044658660888672
680,0.35648817,0.02224278450012207,0.3184952
681,0.35525173,0.022078752517700195
682,0.35551363,0.022013425827026367
683,0.35567805,0.021831512451171875
684,0.35589835,0.022218704223632812
685,0.3576179,0.02202892303466797,0.32496977
686,0.35496622,0.022012948989868164
687,0.35497025,0.02217245101928711
688,0.3524428,0.022057056427001953
689,0.35232347,0.022168874740600586
690,0.3542511,0.022029399871826172,0.32445633
691,0.35395223,0.022327423095703125
692,0.355228,0.02199840545654297
693,0.35784912,0.022341012954711914
694,0.3587929,0.02197742462158203
695,0.35822773,0.021960973739624023,0.32302597
696,0.35813034,0.022003173828125
697,0.3548849,0.02193284034729004
698,0.36132023,0.022576093673706055
699,0.367886,0.022118568420410156
700,0.3639898,0.022480249404907227,0.33519408
701,0.36132517,0.02211737632751465
702,0.36072427,0.022099018096923828
703,0.35935873,0.022212982177734375
704,0.3595954,0.022038698196411133
705,0.35946634,0.022069931030273438,0.3233332
706,0.3570905,0.02188277244567871
707,0.35557312,0.023031949996948242
708,0.35682446,0.022188186645507812
709,0.35677716,0.022150516510009766
710,0.36409193,0.022051334381103516,0.3278836
711,0.35884035,0.021828413009643555
712,0.35994077,0.022172927856445312
713,0.3596732,0.022237777709960938
714,0.36083344,0.022109508514404297
715,0.3568274,0.02183222770690918,0.32544127
716,0.35457417,0.022066593170166016
717,0.35273534,0.022333621978759766
718,0.35464376,0.022111177444458008
719,0.35169208,0.022239208221435547
720,0.35257256,0.0220639705657959,0.32114178,720,0.35257256
721,0.35328084,0.022249937057495117
722,0.3522279,0.022257089614868164
723,0.3528922,0.02208709716796875
724,0.35326156,0.022034168243408203
725,0.35417488,0.023168563842773438,0.3219988
726,0.35151437,0.0232851505279541
727,0.35004884,0.02293109893798828
728,0.35036963,0.023651599884033203
729,0.35128802,0.02208995819091797
730,0.35305074,0.02222585678100586,0.31454706
731,0.35336357,0.023348331451416016
732,0.3510921,0.023356914520263672
733,0.35230246,0.022176742553710938
734,0.35230672,0.021930456161499023
735,0.3510261,0.02195596694946289,0.33081543,735,0.3510261
736,0.35116076,0.022413969039916992
737,0.35171866,0.022214889526367188
738,0.3559718,0.022064685821533203
739,0.36071044,0.022017717361450195
740,0.35946348,0.022377967834472656,0.31990626
741,0.35623172,0.021357059478759766
742,0.35634688,0.02201104164123535
743,0.35400677,0.022200822830200195
744,0.35350612,0.02213001251220703
745,0.35015786,0.022016048431396484,0.31280732
746,0.35411954,0.021975994110107422
