epoch,reward/trans_loss,reward/eval_cse_loss,reward/eval_trans_loss
0,50.0,0.7207131,0.7207131
1,0.686543,0.686543,38.120037317276
2,0.61737424,0.61737424,0.05378222465515137
3,0.58842134,0.58842134,0.05004739761352539
4,0.5735837,0.5735837,0.05123257637023926
5,0.565287,0.565287,0.04938697814941406,0.5302012,0.5302012,5,0.565287
6,0.55725896,0.55725896,0.048128366470336914
7,0.5508988,0.5508988,0.054975032806396484
8,0.54427373,0.54427373,0.04785466194152832
9,0.5394985,0.5394985,0.04799914360046387
10,0.53400844,0.53400844,0.05207514762878418,0.5060825,0.5060825,10,0.53400844
11,0.5312745,0.5312745,0.047234296798706055
12,0.5276114,0.5276114,0.04694390296936035
13,0.5249901,0.5249901,0.048171281814575195
14,0.521968,0.521968,0.04819440841674805
15,0.5182027,0.5182027,0.054282188415527344,0.4867266,0.4867266,15,0.5182027
16,0.5153034,0.5153034,0.04607343673706055
17,0.5164872,0.5164872,0.05594468116760254
18,0.5131539,0.5131539,0.053937435150146484
19,0.5097206,0.5097206,0.054779767990112305
20,0.5075186,0.5075186,0.04732632637023926,0.47396633,0.47396633,20,0.5075186
21,0.50600255,0.50600255,0.053778648376464844
22,0.5038078,0.5038078,0.0474858283996582
23,0.50177205,0.50177205,0.030605554580688477
24,0.5024233,0.5024233,0.053527116775512695
25,0.49764532,0.49764532,0.04833245277404785,0.46386728,0.46386728,25,0.49764532
26,0.49839327,0.49839327,0.053745269775390625
27,0.49797645,0.49797645,0.04948782920837402
28,0.49435097,0.49435097,0.04856514930725098
29,0.49046466,0.49046466,0.047907352447509766
30,0.49105573,0.49105573,0.047078609466552734,0.4538545,0.4538545,30,0.49105573
31,0.4873588,0.4873588,0.045340776443481445
32,0.48746794,0.48746794,0.047536373138427734
33,0.4864661,0.4864661,0.0475764274597168
34,0.48471808,0.48471808,0.047911882400512695
35,0.4795909,0.4795909,0.04806780815124512,0.44351265,0.44351265,35,0.4795909
36,0.48184103,0.48184103,0.04855179786682129
37,0.47789225,0.47789225,0.05390572547912598
38,0.47626427,0.47626427,0.0473785400390625
39,0.47353017,0.47353017,0.047088623046875
40,0.47412866,0.47412866,0.04870343208312988,0.44555536,0.44555536,40,0.47412866
41,0.47545916,0.47545916,0.05430293083190918
42,0.472813,0.472813,0.04800701141357422
43,0.46974868,0.46974868,0.04802274703979492
44,0.47051215,0.47051215,0.047480106353759766
45,0.46674222,0.46674222,0.05483198165893555,0.44302475,0.44302475,45,0.46674222
46,0.4680579,0.4680579,0.05350852012634277
47,0.46308663,0.46308663,0.04833793640136719
48,0.46141905,0.46141905,0.04760146141052246
49,0.46485314,0.46485314,0.0556941032409668
50,0.4624546,0.4624546,0.0482325553894043,0.4284313,0.4284313,50,0.4624546
51,0.46027943,0.46027943,0.04523634910583496
52,0.45746902,0.45746902,0.04014015197753906
53,0.45467952,0.45467952,0.04112434387207031
54,0.4574641,0.4574641,0.0490415096282959
55,0.455289,0.455289,0.053781747817993164,0.4168274,0.4168274,55,0.455289
56,0.45109606,0.45109606,0.036592960357666016
57,0.45065975,0.45065975,0.054087162017822266
58,0.44920486,0.44920486,0.0517575740814209
59,0.4505655,0.4505655,0.048058509826660156
60,0.4505173,0.4505173,0.05471348762512207,0.41330746,0.41330746,60,0.4505173
61,0.44664806,0.44664806,0.02998065948486328
62,0.4445102,0.4445102,0.05386614799499512
63,0.44525445,0.44525445,0.04753303527832031
64,0.44620296,0.44620296,0.05579566955566406
