epoch,reward/rf_loss,reward/eval_rf_loss
95,0.46706516,0.007169008255004883,0.4522759,95,0.46706516
96,0.46651596,0.0070993900299072266
97,0.46585846,0.00767064094543457
98,0.46643814,0.007368326187133789
99,0.46518606,0.0070569515228271484
100,0.4650122,0.007107973098754883,0.44574073,100,0.4650122
101,0.46528214,0.0071642398834228516
102,0.46612132,0.006947040557861328
103,0.46476394,0.0074656009674072266
104,0.4656402,0.007560014724731445
105,0.46263993,0.007144451141357422,0.44482026,105,0.46263993
106,0.4636255,0.007340908050537109
107,0.4619126,0.007178306579589844
108,0.4628321,0.006914377212524414
109,0.46181864,0.007353067398071289
110,0.46132588,0.007297039031982422,0.44782385,110,0.46132588
111,0.4606719,0.007083415985107422
112,0.45999715,0.006938934326171875
113,0.4603721,0.0071833133697509766
114,0.46077767,0.007195234298706055
115,0.46068993,0.007116794586181641,0.44064826
116,0.46121788,0.007359743118286133
117,0.46129477,0.007059574127197266
118,0.46094579,0.00789189338684082
119,0.46059138,0.006943225860595703
120,0.460884,0.006993770599365234,0.43597752
121,0.45914388,0.007540464401245117
122,0.4590858,0.007597446441650391
123,0.45865047,0.007431983947753906
124,0.45763087,0.007518768310546875
125,0.45652083,0.007245063781738281,0.4384401,125,0.45652083
126,0.45805937,0.0072858333587646484
127,0.4573695,0.007574558258056641
128,0.4548556,0.007390260696411133
129,0.4556455,0.0072062015533447266
130,0.45485917,0.007036924362182617,0.43611464,130,0.45485917
131,0.4550739,0.007042407989501953
132,0.45364022,0.007361173629760742
133,0.454275,0.007959365844726562
134,0.45330048,0.007205009460449219
135,0.45391953,0.0071947574615478516,0.43591058
136,0.4535339,0.007237672805786133
137,0.45220804,0.007191896438598633
138,0.45237178,0.00892186164855957
139,0.45109487,0.007475852966308594
140,0.4518515,0.0071353912353515625,0.43014267,140,0.4518515
141,0.45335522,0.006960391998291016
142,0.45187247,0.007075786590576172
143,0.45063934,0.0072174072265625
144,0.45150095,0.00714421272277832
145,0.45072418,0.007234811782836914,0.43012568,145,0.45072418
146,0.45084196,0.006882667541503906
147,0.45056286,0.006933689117431641
148,0.45046902,0.007723093032836914
149,0.44882208,0.007005214691162109
150,0.44800246,0.0070803165435791016,0.42692977,150,0.44800246
151,0.44855475,0.0069942474365234375
152,0.447703,0.006914377212524414
153,0.4483218,0.00722050666809082
154,0.44789273,0.007396221160888672
155,0.44590825,0.0071964263916015625,0.42519683,155,0.44590825
156,0.44830105,0.0070493221282958984
157,0.44699895,0.006941318511962891
158,0.44737753,0.006797075271606445
159,0.44645765,0.007179975509643555
160,0.44625595,0.0076446533203125,0.4233402
161,0.4453063,0.0072710514068603516
162,0.4453768,0.0073032379150390625
163,0.44446704,0.007327556610107422
164,0.44507062,0.007136344909667969
165,0.44456202,0.007071733474731445,0.42427984,165,0.44456202
166,0.4456485,0.007683753967285156
167,0.4453951,0.0072596073150634766
168,0.4448982,0.00772404670715332
169,0.4430359,0.007374286651611328
170,0.44425002,0.007284402847290039,0.42258483
171,0.44424802,0.0074193477630615234
172,0.44321942,0.007444620132446289
173,0.44127753,0.007062673568725586
174,0.44237864,0.0070149898529052734
175,0.44341952,0.0071337223052978516,0.42027718,175,0.44341952
176,0.4428017,0.007236003875732422
177,0.44013077,0.007265567779541016
178,0.44196263,0.007077932357788086
179,0.44081903,0.0070514678955078125
180,0.43913704,0.006940364837646484,0.4217951,180,0.43913704
181,0.439637,0.007883548736572266
182,0.4400377,0.007232189178466797
183,0.4394457,0.007586240768432617
184,0.44131827,0.007031440734863281
185,0.4387356,0.007083415985107422,0.4209591
186,0.43914804,0.0071561336517333984
187,0.43837243,0.007090568542480469
188,0.44016135,0.007236003875732422
189,0.43789756,0.00772857666015625
190,0.4377454,0.007609128952026367,0.41801304,190,0.4377454
191,0.43787482,0.006891489028930664
192,0.4379848,0.0070455074310302734
193,0.44098306,0.007493734359741211
194,0.4381789,0.007257699966430664
195,0.43919158,0.007523059844970703,0.42093047
196,0.43825987,0.0073833465576171875
197,0.4374793,0.007336854934692383
198,0.4365032,0.00715184211730957
199,0.43613157,0.007222175598144531
200,0.4362865,0.00700831413269043,0.41819742,200,0.4362865
201,0.43435565,0.007590532302856445
202,0.43630195,0.0072820186614990234
203,0.43454054,0.007139444351196289
204,0.43434298,0.007972478866577148
205,0.43326795,0.0068531036376953125,0.41080755,205,0.43326795
206,0.43424058,0.007590055465698242
207,0.43471518,0.007277965545654297
208,0.43620828,0.007274150848388672
209,0.4358484,0.007871627807617188
210,0.43413806,0.007118701934814453,0.41103166
211,0.43306398,0.007058382034301758
212,0.43300214,0.007865428924560547
213,0.43386847,0.0072252750396728516
214,0.4313913,0.007147312164306641
215,0.43383095,0.007260799407958984,0.41170844
216,0.43376228,0.007340431213378906
217,0.43076903,0.0067996978759765625
218,0.43209466,0.007202625274658203
219,0.4313003,0.0076181888580322266
220,0.43173715,0.007187843322753906,0.4077822,220,0.43173715
221,0.43310526,0.008695840835571289
222,0.43150768,0.0069425106048583984
223,0.43208268,0.007249116897583008
224,0.43014854,0.007115364074707031
225,0.42959002,0.006971597671508789,0.41012383,225,0.42959002
226,0.42915416,0.007512331008911133
227,0.4294796,0.012839794158935547
228,0.42892766,0.013759374618530273
229,0.4290133,0.011374950408935547
230,0.42852223,0.01135706901550293,0.40790284,230,0.42852223
231,0.43003657,0.010416984558105469
232,0.4300596,0.01049041748046875
233,0.4307257,0.010967493057250977
234,0.42949027,0.007602691650390625
235,0.4285288,0.008835077285766602,0.4073729
236,0.42895588,0.007064104080200195
237,0.42879403,0.00702667236328125
238,0.42999753,0.0075070858001708984
239,0.4275419,0.007688283920288086
240,0.4285102,0.007163524627685547,0.40622038
241,0.42831153,0.007441043853759766
242,0.4290856,0.0070264339447021484
243,0.42516607,0.006845712661743164
244,0.4255569,0.007508993148803711
245,0.4264909,0.0070285797119140625,0.40654144,245,0.4264909
246,0.42505997,0.007024526596069336
247,0.42559472,0.0070950984954833984
248,0.4239255,0.007287025451660156
249,0.4264364,0.007912397384643555
250,0.42573497,0.007364749908447266,0.40542483
251,0.42365217,0.0070590972900390625
252,0.42410845,0.007249593734741211
253,0.42337698,0.008399009704589844
254,0.42344913,0.00787806510925293
255,0.42160773,0.007943391799926758,0.40145972,255,0.42160773
256,0.42352647,0.00719451904296875
257,0.42216194,0.007816314697265625
258,0.42205134,0.007740020751953125
259,0.4211197,0.00732111930847168
260,0.42132568,0.0090484619140625,0.3993544
261,0.42229998,0.010417938232421875
262,0.42212534,0.0073354244232177734
263,0.42161816,0.007537364959716797
264,0.42174405,0.0077724456787109375
265,0.4209331,0.0073969364166259766,0.39963606
266,0.4198439,0.007526874542236328
267,0.4218651,0.007292032241821289
268,0.42020354,0.007260799407958984
269,0.42004523,0.006869077682495117
270,0.420002,0.007218837738037109,0.39735323,270,0.420002
271,0.4199281,0.007061004638671875
272,0.419756,0.0069506168365478516
273,0.42154822,0.007260322570800781
274,0.4201579,0.006899833679199219
275,0.41902828,0.0070760250091552734,0.39710677
276,0.41948304,0.0076596736907958984
277,0.41832644,0.007843255996704102
278,0.42028016,0.007144927978515625
279,0.41911316,0.007328033447265625
280,0.4190019,0.007203817367553711,0.3955918,280,0.4190019
281,0.4181666,0.007627964019775391
282,0.41830596,0.007070779800415039
283,0.41731563,0.0072422027587890625
284,0.41628686,0.007109403610229492
285,0.4163935,0.007035493850708008,0.39379174,285,0.4163935
286,0.41646186,0.007136821746826172
287,0.4164012,0.007403850555419922
288,0.41543633,0.007334470748901367
289,0.41611525,0.006890773773193359
290,0.41584787,0.0069272518157958984,0.3925306
291,0.41870174,0.0074503421783447266
292,0.41539648,0.007454395294189453
293,0.41449174,0.007875680923461914
294,0.4155941,0.007021903991699219
295,0.416917,0.007086992263793945,0.39198652
296,0.41753757,0.008042335510253906
297,0.41742402,0.006941556930541992
298,0.41662747,0.006966590881347656
299,0.41586816,0.007235288619995117
300,0.41499197,0.0070285797119140625,0.39206716,300,0.41499197
301,0.41755998,0.007445096969604492
302,0.4148818,0.007059812545776367
303,0.41701162,0.0072329044342041016
304,0.41641563,0.007425069808959961
305,0.41399452,0.008361339569091797,0.39194885
306,0.41215673,0.007411956787109375
307,0.41185176,0.007856369018554688
308,0.41171125,0.007069826126098633
309,0.41199297,0.007142782211303711
310,0.41227344,0.007770061492919922,0.3895983,310,0.41227344
311,0.41166508,0.00763392448425293
312,0.41181958,0.007745027542114258
313,0.41056317,0.007111072540283203
314,0.41148055,0.007634401321411133
315,0.40996167,0.007460594177246094,0.39092323,315,0.40996167
316,0.4093831,0.006878376007080078
317,0.40982568,0.007116079330444336
318,0.41073623,0.007360219955444336
319,0.41128874,0.007070302963256836
320,0.41325182,0.007070779800415039,0.38966614
321,0.40927598,0.00834202766418457
322,0.40879413,0.008963346481323242
323,0.40940523,0.007046937942504883
324,0.4109251,0.007702350616455078
325,0.4099003,0.00722050666809082,0.387928
326,0.40900272,0.007369279861450195
327,0.40875137,0.007823944091796875
328,0.40900365,0.00718379020690918
329,0.40926963,0.007387399673461914
330,0.40929896,0.00706934928894043,0.3861038
331,0.4075623,0.007296323776245117
332,0.4068422,0.007412433624267578
333,0.40689108,0.007697105407714844
334,0.4074336,0.007910966873168945
335,0.40691498,0.007321357727050781,0.3866313,335,0.40691498
336,0.4074148,0.0070688724517822266
337,0.40851423,0.007377147674560547
338,0.4073185,0.007823705673217773
339,0.40666202,0.008242368698120117
340,0.4060653,0.007307529449462891,0.38537946
341,0.40569013,0.007008790969848633
342,0.40579104,0.007035732269287109
343,0.4070383,0.007258892059326172
344,0.40575033,0.007107257843017578
345,0.40634152,0.007781982421875,0.38301048
346,0.40524235,0.0076978206634521484
347,0.4053334,0.007103681564331055
348,0.4047492,0.006778717041015625
349,0.40413976,0.0069463253021240234
350,0.4037448,0.006902456283569336,0.38534835,350,0.4037448
351,0.40383786,0.007953405380249023
352,0.40503663,0.007918357849121094
353,0.40395847,0.007131099700927734
354,0.40321758,0.007519245147705078
355,0.4038143,0.007117033004760742,0.3817718
356,0.40392426,0.007245779037475586
357,0.40383047,0.007376670837402344
358,0.4052555,0.007874011993408203
359,0.40794823,0.007865428924560547
360,0.40422606,0.0072078704833984375,0.38026068
361,0.40297797,0.007109165191650391
362,0.40374088,0.0069980621337890625
363,0.40659687,0.00738072395324707
364,0.40361172,0.007897138595581055
365,0.4020274,0.007852315902709961,0.3814894,365,0.4020274
366,0.4013278,0.007732868194580078
367,0.4014285,0.007157325744628906
368,0.40013686,0.0072553157806396484
369,0.40119094,0.00809931755065918
370,0.401084,0.007439851760864258,0.3809662
371,0.39973676,0.007265567779541016
372,0.40054977,0.006991386413574219
373,0.4024128,0.007055759429931641
374,0.40107056,0.007475614547729492
375,0.40074903,0.007434368133544922,0.37823486,375,0.40074903
376,0.4012309,0.008007526397705078
377,0.4007874,0.007333278656005859
378,0.40030098,0.0074253082275390625
379,0.40087593,0.00712275505065918
380,0.39913917,0.007078647613525391,0.38273206,380,0.39913917
381,0.40156206,0.0070760250091552734
382,0.40264216,0.007421970367431641
383,0.40072867,0.0076177120208740234
384,0.3998887,0.00705409049987793
385,0.40088803,0.007548809051513672,0.3774571
386,0.39870974,0.007938385009765625
387,0.3988095,0.007422208786010742
388,0.39774445,0.011311054229736328
389,0.39926484,0.007172346115112305
390,0.39862928,0.007261037826538086,0.37924948
391,0.39946046,0.007124423980712891
392,0.39657658,0.008034944534301758
393,0.39751923,0.007317304611206055
394,0.39844275,0.007494688034057617
395,0.39696383,0.006987333297729492,0.3753423,395,0.39696383
396,0.39714515,0.007484912872314453
397,0.3975632,0.0081939697265625
398,0.39860353,0.007686138153076172
399,0.39879805,0.007512807846069336
400,0.3986162,0.007214546203613281,0.37930262
401,0.39789736,0.007500886917114258
402,0.39668208,0.00800776481628418
403,0.3962472,0.007303953170776367
404,0.39575708,0.0075724124908447266
405,0.39575186,0.007227897644042969,0.37246498,405,0.39575186
406,0.39522815,0.007433891296386719
407,0.39543486,0.007749319076538086
408,0.39471918,0.007062673568725586
409,0.39805734,0.007454872131347656
410,0.39543656,0.006946563720703125,0.37396246
411,0.39444804,0.007735013961791992
412,0.3954341,0.007325887680053711
413,0.3952569,0.00751948356628418
414,0.39391825,0.007363080978393555
415,0.39404988,0.007481575012207031,0.37596488,415,0.39404988
416,0.39571396,0.0070192813873291016
417,0.3941236,0.007134437561035156
418,0.39362276,0.007698535919189453
419,0.394799,0.007683992385864258
420,0.39515817,0.007575035095214844,0.37111542
421,0.39303812,0.007291316986083984
422,0.39299226,0.006955862045288086
423,0.39307612,0.0070264339447021484
424,0.39275905,0.006978273391723633
425,0.39297432,0.0073778629302978516,0.37239218,425,0.39297432
426,0.39279976,0.007775545120239258
427,0.39357156,0.0069425106048583984
428,0.39340842,0.0069391727447509766
429,0.39337546,0.007063150405883789
430,0.39185345,0.007494926452636719,0.37165248,430,0.39185345
431,0.39319938,0.007248878479003906
432,0.39117092,0.007021665573120117
433,0.39173096,0.006963968276977539
434,0.39056084,0.0072557926177978516
435,0.3910003,0.0076677799224853516,0.3703738
436,0.3899162,0.007823705673217773
437,0.3919841,0.007410287857055664
438,0.3921301,0.007050514221191406
439,0.39284948,0.007220268249511719
440,0.3908182,0.007763862609863281,0.36994517,440,0.3908182
441,0.39187157,0.0072710514068603516
442,0.39162335,0.007128477096557617
443,0.39020735,0.007201671600341797
444,0.38970265,0.0069010257720947266
445,0.38986582,0.007108926773071289,0.368825
446,0.38901109,0.007405757904052734
447,0.3893066,0.007806062698364258
448,0.3896687,0.007565498352050781
449,0.38931113,0.007338762283325195
450,0.38840136,0.0069048404693603516,0.36995918,450,0.38840136
451,0.39003667,0.007145881652832031
452,0.3909155,0.007659912109375
453,0.39020675,0.0076236724853515625
454,0.3914076,0.007960081100463867
455,0.39268357,0.007670402526855469,0.36698088
456,0.39329135,0.006910562515258789
457,0.38913894,0.006905078887939453
458,0.38950568,0.007030487060546875
459,0.39084065,0.00800776481628418
460,0.39029512,0.0077800750732421875,0.36962306
461,0.39147675,0.00709843635559082
462,0.38842952,0.007061004638671875
463,0.38779598,0.006955862045288086
464,0.38912353,0.007041215896606445
465,0.38706762,0.006951332092285156,0.36665174,465,0.38706762
466,0.3870852,0.007608890533447266
467,0.38641408,0.00696873664855957
468,0.38660562,0.007020235061645508
469,0.3869441,0.00690150260925293
470,0.38742417,0.007391214370727539,0.3646939
471,0.38654554,0.007424831390380859
472,0.3864808,0.007945537567138672
473,0.38625586,0.007550477981567383
474,0.38634866,0.006980419158935547
475,0.38594455,0.0070590972900390625,0.3633685,475,0.38594455
476,0.38607082,0.007470607757568359
477,0.38565463,0.008179903030395508
478,0.38605636,0.008068084716796875
479,0.38815716,0.0070307254791259766
480,0.38833377,0.0070688724517822266,0.3670268
481,0.38625485,0.007138729095458984
482,0.38763836,0.007340669631958008
483,0.38408017,0.008919239044189453
484,0.38427123,0.01127934455871582
485,0.3845871,0.007431507110595703,0.36562258,485,0.3845871
486,0.38562563,0.007141590118408203
487,0.38537645,0.00939631462097168
488,0.3840499,0.007524251937866211
489,0.38362747,0.007174253463745117
490,0.38352624,0.007249116897583008,0.3611772,490,0.38352624
491,0.383713,0.006949186325073242
492,0.3841043,0.007009029388427734
493,0.38309544,0.007078409194946289
494,0.38402024,0.007519960403442383
495,0.3850838,0.007459163665771484,0.3606588
496,0.38380355,0.007670164108276367
497,0.3840505,0.007158994674682617
498,0.38415924,0.00733494758605957
499,0.38314214,0.007304668426513672
500,0.38301012,0.0069866180419921875,0.36264625
501,0.38251036,0.00979924201965332
502,0.38409287,0.008465051651000977
503,0.38481468,0.007116794586181641
504,0.38343877,0.007595062255859375
505,0.38246542,0.007271528244018555,0.35991096,505,0.38246542
506,0.38334426,0.0068857669830322266
507,0.3817047,0.007345914840698242
508,0.3816364,0.007596731185913086
509,0.3820665,0.00692439079284668
510,0.38015303,0.006801128387451172,0.3588936,510,0.38015303
511,0.38144195,0.007418155670166016
512,0.38370007,0.0074138641357421875
513,0.3808748,0.007903099060058594
514,0.38132247,0.0072743892669677734
515,0.38177973,0.006858110427856445,0.35845593
516,0.3820194,0.007066965103149414
517,0.381204,0.007179975509643555
518,0.38170326,0.007094860076904297
519,0.38124323,0.007760524749755859
520,0.38151845,0.0076084136962890625,0.3586644
521,0.38111892,0.007359504699707031
522,0.38069358,0.008043766021728516
523,0.38065118,0.008881330490112305
524,0.38147852,0.00771021842956543
525,0.3800642,0.007384300231933594,0.36031067
526,0.38000607,0.007427692413330078
527,0.3808609,0.007210493087768555
528,0.38173285,0.0074269771575927734
529,0.37975746,0.0075685977935791016
530,0.38295907,0.0074977874755859375,0.35787067
531,0.38189635,0.0070149898529052734
532,0.38174504,0.007233619689941406
533,0.37888417,0.0074656009674072266
534,0.3789256,0.007098674774169922
535,0.378763,0.008068561553955078,0.35607326,535,0.378763
536,0.3789504,0.008715629577636719
537,0.3795447,0.007999658584594727
538,0.38023803,0.007165431976318359
539,0.38248152,0.006963968276977539
540,0.38248083,0.007350444793701172,0.3597995
541,0.3808675,0.008427619934082031
542,0.3827573,0.009172916412353516
543,0.38028,0.008285760879516602
544,0.3802652,0.007196903228759766
545,0.37889922,0.007129669189453125,0.35494995
546,0.37715095,0.007799863815307617
547,0.37692237,0.0077571868896484375
548,0.3777499,0.008083820343017578
549,0.37754998,0.007397174835205078
550,0.3786581,0.007382392883300781,0.3580359
551,0.37781924,0.007227659225463867
552,0.37723193,0.0070111751556396484
553,0.3771924,0.0069599151611328125
554,0.37803823,0.01059579849243164
555,0.3768611,0.007403850555419922,0.35361686,555,0.3768611
556,0.37731442,0.0076427459716796875
557,0.37701362,0.007284879684448242
558,0.37644193,0.007246255874633789
559,0.37676537,0.007170677185058594
560,0.3779581,0.01068735122680664,0.35290778
561,0.37665546,0.007322788238525391
562,0.37612003,0.0070497989654541016
563,0.3757483,0.0069086551666259766
564,0.37572587,0.007966995239257812
565,0.37492839,0.008577585220336914,0.35361725,565,0.37492839
566,0.3761528,0.0075380802154541016
567,0.37567288,0.008294105529785156
568,0.3761599,0.008433341979980469
569,0.37766692,0.007697105407714844
570,0.37734476,0.0072972774505615234,0.354746
571,0.37783134,0.008326292037963867
572,0.3766002,0.0076029300689697266
573,0.37861755,0.007606983184814453
574,0.37777382,0.00715327262878418
575,0.3786513,0.006891489028930664,0.36268082
576,0.37781817,0.010145902633666992
577,0.37786803,0.009549617767333984
578,0.37663877,0.011034488677978516
579,0.37476104,0.012622356414794922
580,0.37711933,0.011097192764282227,0.3527312
581,0.37625977,0.012616872787475586
582,0.37508944,0.012179374694824219
583,0.37520286,0.00877690315246582
584,0.37451434,0.00798344612121582
585,0.37513524,0.008691787719726562,0.35157815
586,0.37443224,0.008220434188842773
587,0.37373528,0.008358240127563477
588,0.373791,0.0076220035552978516
589,0.37426984,0.007112979888916016
590,0.3739661,0.0071337223052978516,0.34995067
591,0.3744545,0.007971763610839844
592,0.37642187,0.00735926628112793
593,0.37493712,0.007174968719482422
594,0.37639177,0.008258819580078125
595,0.37433735,0.008605003356933594,0.35040772
596,0.37498125,0.0074367523193359375
597,0.37452182,0.007261753082275391
598,0.3733217,0.0070765018463134766
599,0.37293613,0.0070950984954833984
600,0.37267888,0.0072040557861328125,0.35095173,600,0.37267888
601,0.37296015,0.007330179214477539
602,0.37228554,0.0069732666015625
603,0.3714143,0.007239818572998047
604,0.37179404,0.007892608642578125
605,0.3718301,0.00772857666015625,0.34918866
606,0.37088963,0.007869482040405273
607,0.3728314,0.0072689056396484375
608,0.37267599,0.007225990295410156
609,0.3746959,0.007115840911865234
610,0.37170407,0.00740814208984375,0.3495962
611,0.37342346,0.0071125030517578125
612,0.37191302,0.008014202117919922
613,0.373594,0.007653951644897461
614,0.37101382,0.0072057247161865234
615,0.37135887,0.007927179336547852,0.3485082,615,0.37135887
616,0.3720344,0.008562803268432617
617,0.37209,0.009578227996826172
618,0.3727546,0.007474660873413086
619,0.3722458,0.007456779479980469
620,0.3711148,0.00810861587524414,0.34639552
621,0.36977443,0.011003732681274414
622,0.3701543,0.00821065902709961
623,0.3706385,0.008910655975341797
624,0.37184507,0.010648965835571289
625,0.3705932,0.009211540222167969,0.34817126
626,0.3713106,0.011619806289672852
627,0.36894962,0.013103008270263672
628,0.37144992,0.012701034545898438
629,0.3705533,0.013087749481201172
630,0.37128335,0.012059450149536133,0.34682536
631,0.36914092,0.013406753540039062
632,0.37036356,0.011227846145629883
633,0.37051317,0.011339664459228516
634,0.37061375,0.010862112045288086
635,0.36961797,0.009645938873291016,0.3464655,635,0.36961797
636,0.37104678,0.01044321060180664
637,0.37052235,0.0077054500579833984
638,0.3692527,0.009339332580566406
639,0.37088746,0.008238554000854492
640,0.36971337,0.007947444915771484,0.3463952
641,0.36951253,0.0077555179595947266
642,0.37097973,0.007025003433227539
643,0.37064287,0.007070064544677734
644,0.36964464,0.009469270706176758
645,0.37075937,0.007872819900512695,0.34728867
646,0.37088925,0.008435487747192383
647,0.37035626,0.008384943008422852
648,0.3709684,0.007275104522705078
649,0.3707595,0.007754325866699219
650,0.37102574,0.008077621459960938,0.3503224
651,0.3704905,0.00782465934753418
652,0.3697356,0.007740497589111328
653,0.36901793,0.007251739501953125
654,0.36846495,0.00747990608215332
655,0.3691633,0.0077972412109375,0.34577414
656,0.36920592,0.00732111930847168
657,0.3691634,0.007163047790527344
658,0.3677596,0.0074138641357421875
659,0.36841717,0.008077621459960938
660,0.36726314,0.008020162582397461,0.34571677,660,0.36726314
661,0.3678049,0.011202812194824219
662,0.3690919,0.008118152618408203
663,0.36835086,0.009293794631958008
664,0.37073332,0.008004188537597656
665,0.36828783,0.00845479965209961,0.34669754
666,0.37047026,0.013050556182861328
667,0.37037814,0.009598970413208008
668,0.37124878,0.01039743423461914
669,0.3723518,0.007982730865478516
670,0.3697218,0.013324260711669922,0.34468806
671,0.3684402,0.012117147445678711
672,0.36842567,0.011759042739868164
673,0.36726433,0.010831832885742188
674,0.36785525,0.012984991073608398
675,0.36715716,0.012635469436645508,0.34308684
676,0.36748224,0.011731624603271484
677,0.36775056,0.015531063079833984
678,0.36782253,0.00876474380493164
679,0.3680828,0.008517980575561523
680,0.36807224,0.007877349853515625,0.3494194
681,0.36914486,0.008671283721923828
682,0.3680078,0.010721921920776367
683,0.36910555,0.00792551040649414
684,0.36832464,0.009089946746826172
685,0.36776045,0.008442401885986328,0.346816
686,0.36798525,0.008343935012817383
687,0.36722276,0.00820302963256836
688,0.36648697,0.007997751235961914
689,0.36596867,0.008307456970214844
690,0.36579,0.009042501449584961,0.3428527,690,0.36579
691,0.36630112,0.013154268264770508
692,0.36517006,0.007111787796020508
693,0.36631095,0.007406473159790039
694,0.36707106,0.00923776626586914
695,0.36462027,0.007257938385009766,0.34205398,695,0.36462027
696,0.36412537,0.008742332458496094
697,0.36619288,0.008666753768920898
698,0.36633354,0.007091522216796875
699,0.3650421,0.007664918899536133
700,0.36548516,0.007731437683105469,0.3407418
701,0.3654168,0.0072557926177978516
702,0.36539668,0.007021188735961914
703,0.36545646,0.006912946701049805
704,0.36464578,0.006913423538208008
705,0.36617166,0.007798433303833008,0.34165907
706,0.36699718,0.00743865966796875
707,0.36565116,0.0077648162841796875
708,0.3650871,0.007323026657104492
709,0.36452174,0.007899761199951172
710,0.36581284,0.00711369514465332,0.34584358
711,0.36771792,0.007663249969482422
712,0.3659941,0.006944417953491211
713,0.36607638,0.007201671600341797
714,0.36511374,0.007086515426635742
715,0.36605808,0.007126808166503906,0.34075218
716,0.36335295,0.007619380950927734
717,0.36265343,0.007394313812255859
718,0.3640709,0.007330894470214844
719,0.36294943,0.0072748661041259766
720,0.36432493,0.007178306579589844,0.341751
721,0.36409202,0.006981849670410156
722,0.36315018,0.007080078125
723,0.3648283,0.006954669952392578
724,0.36341798,0.0077702999114990234
725,0.363998,0.0073394775390625,0.34091857
726,0.36294648,0.0074846744537353516
727,0.36226866,0.007185935974121094
728,0.36349672,0.00702214241027832
729,0.36382064,0.007115840911865234
